name	TCGA-AG-A020-11A	TCGA-AA-3495-11A	TCGA-AA-3509-11A	TCGA-AA-3529-11A	TCGA-A6-3808-11A	TCGA-AA-A03J-11A	TCGA-A6-3807-11A	TCGA-AA-A01V-11A	TCGA-AG-A01W-11A	TCGA-AA-3514-11A	TCGA-A6-2683-11A	TCGA-A6-3810-11A	TCGA-AF-3913-11A	TCGA-AA-A01S-11A	TCGA-AG-A01Y-11A	TCGA-AA-3510-11A	TCGA-AZ-6601-11A	TCGA-AA-3494-11A	TCGA-AA-A01P-11A	TCGA-AA-A01R-11A	TCGA-AA-A03F-11A	TCGA-AA-A01X-11A	TCGA-AA-A01T-11A	TCGA-AA-3502-11A	TCGA-AA-A02O-11A	TCGA-AF-2692-01A	TCGA-AA-A01R-01A	TCGA-AG-A014-01A	TCGA-A6-A567-01A	TCGA-F5-6814-01A	TCGA-AG-A008-01A	TCGA-AA-3675-01A	TCGA-AA-3685-01A	TCGA-AA-3548-01A	TCGA-AZ-6601-01A	TCGA-AG-A00C-01A	TCGA-AG-A002-01A	TCGA-A6-A566-01A	TCGA-AG-3593-01A	TCGA-D5-6540-01A	TCGA-AA-A01V-01A	TCGA-AG-A032-01A	TCGA-AA-3672-01A	TCGA-AA-3514-01A	TCGA-AZ-4681-01A	TCGA-AA-3495-01A	TCGA-AG-3881-01A	TCGA-AG-3909-01A	TCGA-AZ-4315-01A	TCGA-A6-3809-01A	TCGA-AG-4007-01A	TCGA-AA-3549-01A	TCGA-AA-3693-01A	TCGA-AG-3882-01A	TCGA-CK-4951-01A	TCGA-A6-2674-01A	TCGA-NH-A50T-01A	TCGA-AF-2689-01A	TCGA-AG-3893-01A	TCGA-A6-6650-01B	TCGA-A6-6650-01A	TCGA-AA-3994-01A	TCGA-AG-3728-01A	TCGA-AA-3861-01A	TCGA-CA-6717-01A	TCGA-AG-3892-01A	TCGA-AA-A01G-01A	TCGA-AG-4001-01A	TCGA-AG-3582-01A	TCGA-AA-3977-01A	TCGA-AG-A01Y-01A	TCGA-AA-A01D-01A	TCGA-AG-A00H-01A	TCGA-AG-3902-01A	TCGA-A6-6141-01A	TCGA-AG-3885-01A	TCGA-A6-5656-01B	TCGA-AZ-4614-01A	TCGA-AA-3534-01A	TCGA-AG-A01L-01A	TCGA-AA-A02O-01A	TCGA-AG-3890-01A	TCGA-A6-5659-01B	TCGA-AD-A5EJ-01A	TCGA-A6-6780-01B	TCGA-AG-3894-01A	TCGA-CM-4744-01A	TCGA-AG-A011-01A	TCGA-AA-A02Y-01A	TCGA-A6-2681-01A	TCGA-A6-3807-01A	TCGA-AA-3956-01A	TCGA-AA-A01P-01A	TCGA-A6-2678-01A	TCGA-A6-3809-01B	TCGA-AA-3518-01A	TCGA-AA-3968-01A	TCGA-AA-A02R-01A	TCGA-AA-A00U-01A	TCGA-AG-4008-01A	TCGA-A6-5656-01A	TCGA-AA-A00Z-01A	TCGA-A6-6781-01A	TCGA-AG-3878-01A	TCGA-AZ-4615-01A	TCGA-AA-3529-01A	TCGA-AD-A5EK-01A	TCGA-CA-6718-01A	TCGA-AA-A01T-01A	TCGA-AG-3574-01A	TCGA-CM-4746-01A	TCGA-AF-3913-01A	TCGA-AG-3727-01A	TCGA-AG-3999-01A	TCGA-QG-A5Z2-01A	TCGA-A6-3808-01A	TCGA-AA-A03J-01A	TCGA-AA-3494-01A	TCGA-AA-3516-01A	TCGA-AA-3555-01A	TCGA-AY-4070-01A	TCGA-A6-2677-01A	TCGA-AA-A01Q-01A	TCGA-AA-A01I-01A	TCGA-CM-4747-01A	TCGA-AG-3898-01A	TCGA-A6-5659-01A	TCGA-AA-3966-01A	TCGA-AA-A00R-01A	TCGA-AZ-4682-01B	TCGA-AA-A00Q-01A	TCGA-AZ-4313-01A	TCGA-AD-6964-01A	TCGA-AG-4005-01A	TCGA-AA-A01K-01A	TCGA-AG-3887-01A	TCGA-EI-6917-01A	TCGA-AZ-4684-01A	TCGA-CA-5256-01A	TCGA-AA-3558-01A	TCGA-A6-2671-01A	TCGA-A6-2682-01A	TCGA-AA-A01C-01A	TCGA-AG-A01N-01A	TCGA-QG-A5Z1-01A	TCGA-AA-3553-01A	TCGA-A6-2684-01A	TCGA-AA-3510-01A	TCGA-AA-A01X-01A	TCGA-CM-4752-01A	TCGA-AA-3502-01A	TCGA-AG-3896-01A	TCGA-CM-4750-01A	TCGA-NH-A50V-01A	TCGA-A6-3810-01B	TCGA-AA-3688-01A	TCGA-AY-4071-01A	TCGA-AA-A02K-01A	TCGA-A6-6780-01A	TCGA-AA-3509-01A	TCGA-AA-3812-01A	TCGA-AZ-4308-01A	TCGA-AG-4015-01A	TCGA-AA-A010-01A	TCGA-QG-A5YV-01A	TCGA-AG-A00Y-01A	TCGA-AG-3901-01A	TCGA-A6-2679-01A	TCGA-AA-3970-01A	TCGA-QG-A5YX-01A	TCGA-AG-A01W-01A	TCGA-AG-A020-01A	TCGA-A6-3810-01A	TCGA-CM-4748-01A	TCGA-AA-3947-01A	TCGA-A6-2676-01A	TCGA-AA-A03F-01A	TCGA-A6-A56B-01A	TCGA-AY-A54L-01A	TCGA-A6-2677-01B	TCGA-A6-2683-01A	TCGA-AA-3681-01A	TCGA-QG-A5YW-01A	TCGA-AF-2691-01A	TCGA-AA-3666-01A	TCGA-AG-A015-01A	TCGA-AA-A02W-01A	TCGA-AA-A01S-01A	TCGA-AA-3664-01A	TCGA-A6-2684-01C	TCGA-AA-3715-01A	TCGA-AA-A00N-01A	TCGA-A6-A565-01A	TCGA-AA-3692-01A	TCGA-A6-2680-01A
Haemophilus	0	0	0	0	0	0	0	0.022432446	0	0	0	0.027484911	0	0	0	0	0	0	0	0	0	0	0	0	0.065425619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020329486	0	0	0	0.012549949	0	0	0	0	0	0	0	0	0	0.346224678	0	0.203092222	0	0	0	0	0	0	0	0	0.090274725	0	0	0	0	0	0	0	0	0	0	0	0	0.011784323	0	0	0.038353726	0.016347207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015328766	0	0.089401821	0	0	0	0	0	0	0.011515217	0	0	0	0	0	0	0	0	0	0	0	0	0.02319007	0.037732452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017006288	0.029398664	0	0	0	0.012328767	0	0	0	0	0	0.012418429	0	0	0	0	0	0	0.013353502	0	0	0	0	0.032901692	0	0	0	0.041386538	0.349765348	0.02757748	0	0	0	0	0	0.012197903	0	0	0	0	0
Pasteurella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides	0.471299094	0.635084778	0.645006248	0.468153986	0.243627932	0.844229276	0.924059485	0.591622913	0.448470497	0.772506982	0.915273514	0.592103091	0.664554951	0.685867362	0.884603546	0.427076308	0.345174424	0.306462015	0.233614061	0.504492329	0.665162431	0.757882227	0.324132518	0.84330689	0.515294342	0.570891779	0.505973716	0	0.737149011	0.417057301	0.552890618	0.530000235	0.768594889	0.842612213	0.215372304	0.030462775	0.803882134	0.70492752	0.678233799	0.686924278	0.226753515	0.765710432	0.779046784	0.546004279	0.348877375	0.661457908	0.040815495	0.709401626	0.55305954	0.413752499	0.359897516	0.671837746	0.318439338	0.403314917	0.254345837	0	0.715950651	0.25974189	0.437627481	0	0.481661196	0.747355194	0.640122324	0.260899804	0.255778388	0.392725962	0.781356144	0.471580138	0.815129917	0.669304009	0.873356519	0.433348973	0.616690008	0.62632993	0.694497479	0.52308998	0.388182885	0.550327866	0.418319895	0.713641211	0.710041962	0.335002034	0.467675063	0.031201547	0.434842619	0.183318988	0.56218349	0.148937577	0.835683335	0.681757497	0.883118289	0.707712794	0.514285714	0.589834256	0.050323918	0.212413166	0.319565102	0.461176895	0.844755438	0.106345349	0.535627815	0.862912205	0.942425496	0.017880364	0	0.464685467	0.77290608	0.81079953	0.37250067	0.570071299	0.372489399	0.471842599	0.345481864	0.61938871	0.847773137	0.22264794	0.854166667	0.416922044	0.54057377	0.328648584	0.428096148	0.548854965	0.234014857	0.45518795	0.72139595	0.337903456	0.794764976	0.521695991	0.78111352	0.557165843	0.785951702	0.017769354	0.862906284	0.1923541	0.45225244	0.152005464	0.446299523	0.089124404	0.191370332	0.232246568	0.759149924	0.525012652	0.715712913	0.811792921	0.817607029	0.34049678	0.859420482	0.460682437	0.739593641	0.554951653	0.773614789	0.624018414	0.205177612	0.450976715	0.267384575	0.700222717	0.166962582	0	0.539173804	0.395890411	0.670104352	0.494971849	0.668159503	0.129505131	0.186783642	0.706208359	0.366272007	0.829246401	0.643698272	0.446073515	0.258910943	0.511098915	0.395725191	0.536194653	0.33055223	0.691897975	0.593782028	0	0.756654588	0.529131515	0.882080569	0.420757218	0.22247826	0.299362609	0.645304888	0.74925508	0.350245499	0.547261228	0.364299598	0.788338682	0.368965872	0.874327998	0.857144136	0.421994203	0.600514931
Butyrivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010522082	0	0	0	0	0	0.050919894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027989829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14953887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas	0	0	0	0	0	0	0	0	0	0	0	0	0.015878119	0.037667997	0	0	0	0.029794918	0	0	0	0	0	0	0	0.044228117	0	0	0	0.099563927	0	0	0	0	0.047582969	0.33395386	0	0	0.014250262	0	0	0	0	0	0	0	0	0	0.010752688	0.056888596	0.207801222	0	0	0	0	0	0	0.194726965	0	0.018048096	0	0	0.014311927	0	0	0	0	0.061527546	0	0	0	0	0.022872953	0	0	0	0	0	0	0.026248872	0	0	0	0.016460568	0	0	0	0	0	0	0	0	0	0	0.021481981	0	0	0.011372349	0	0	0	0	0	0.017880364	0	0	0	0	0	0.230082293	0	0.155232362	0.191269198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01282002	0	0	0.168162678	0.010133703	0	0.2395454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178106028	0	0.012756785	0	0	0	0	0	0.012328767	0	0.024556927	0	0.146275676	0.016980331	0	0	0	0	0	0.013353725	0	0	0	0.035254154	0	0	0	0	0	0	0	0	0	0	0.0127141	0	0	0.015191342	0	0.019152711	0	0	0	0
Prevotella	0	0	0	0.049342485	0	0.016821101	0	0.010555257	0.305662149	0	0	0.084519171	0	0	0	0.249015154	0.077009967	0.44240939	0.032222629	0	0.136855357	0.053062708	0.019855033	0	0.046529675	0	0	0	0	0.148727903	0.119362653	0.04283293	0	0	0.112174583	0.046961629	0	0.018048708	0.023735148	0	0	0.011781159	0	0	0.022452504	0	0.011285781	0.043258485	0.011286682	0.161696449	0.088529964	0	0.060039875	0	0	0.021401116	0	0	0	0.108288576	0.109176538	0	0	0.141418898	0.173026556	0.0517453	0	0.016512185	0.017524273	0	0	0	0	0	0	0.047469981	0.037059531	0	0	0	0.029279327	0.032267487	0.042801496	0.049347989	0	0	0	0	0	0	0	0	0	0	0.192698512	0	0.323001286	0	0	0.158061756	0.01101247	0	0	0.107282185	0.5	0.034557646	0	0.078180864	0.013144997	0.017321913	0	0	0.0691853	0.025110668	0	0	0.012152778	0	0.010264318	0.019576291	0.021608364	0	0.298535067	0.21401122	0	0.066838046	0	0	0	0.013442731	0	0	0	0.07977923	0.015016935	0.059853428	0.033823385	0.563188965	0	0.072927666	0	0.201021483	0	0	0.026882771	0	0	0	0.014154902	0	0.010000549	0	0	0.079628831	0.293784946	0.011581292	0	0	0.019088071	0	0.038082976	0	0	0.285010601	0.067921324	0.069584256	0.075520229	0	0	0	0.420539283	0	0.126423043	0.096700187	0.049234591	0	0.206190305	0	0	0	0	0	0.09818524	0	0	0	0.014729951	0	0.020417775	0.020264259	0.121152467	0	0.018021228	0.02649793	0
Roseburia	0.096676737	0.093946863	0.039623593	0	0.033383702	0	0	0.013449367	0	0.041399704	0	0	0.04073234	0	0	0.043980063	0.03312479	0.017025667	0	0	0	0	0.012351754	0.014435772	0.021262783	0	0	0	0	0	0	0	0	0	0.037431549	0	0	0	0	0.029610226	0	0.012625153	0	0.114399031	0.093264249	0.094241751	0	0.031024168	0	0	0	0	0.073719847	0	0	0	0	0	0.139806584	0	0.012844299	0	0.012782875	0.0882904	0	0.016023805	0	0.01297386	0	0	0	0.022014525	0.013195935	0.030306287	0	0	0.051506467	0	0	0	0	0.12476524	0	0	0	0.024425023	0.024208634	0	0	0	0	0	0	0.066996683	0	0	0.039172496	0.017659851	0.062019436	0.059531061	0.025539559	0	0	0	0	0	0	0	0	0	0	0.057805203	0.018601034	0	0	0.055992214	0	0	0.066507362	0.400202178	0.057726693	0.052754267	0	0.014576616	0	0	0	0.011822031	0	0	0	0.088846769	0	0	0	0.028752528	0.013346838	0.030544078	0	0	0	0	0.033791737	0.067337662	0	0.046260226	0	0	0.038925981	0.069090366	0.019402929	0	0	0.015392787	0	0.026280624	0	0	0	0.108219178	0.034722501	0.045835422	0.013418456	0	0	0	0.012881412	0	0	0	0	0.052001343	0	0.046741874	0.013696649	0	0	0.019741015	0.016293974	0.033238251	0	0	0	0	0.011246955	0.038580718	0.081833061	0	0.022969602	0	0	0	0	0.040306711	0
Fusobacterium	0	0	0	0	0	0	0	0.098702764	0	0	0	0.010999815	0	0.175164278	0	0.116522944	0	0.025538501	0	0.026085587	0.023126854	0.064498266	0.010893089	0	0	0.016735697	0.0857649	0	0.027601238	0.046757749	0.144771897	0.135126003	0.043794218	0	0.029893577	0.480811718	0.094787515	0.015835558	0	0.01811318	0.456634381	0	0	0	0.013816926	0.041298901	0.670570588	0	0.021177698	0.131299007	0	0	0.051679893	0.049723757	0	0	0	0.389635232	0	0	0	0.038520625	0.046406728	0.031590843	0	0	0	0.113226411	0.025120949	0.031640444	0	0	0.014515528	0.080816765	0.11753263	0.319139355	0.06406902	0.027103942	0.436651263	0.019686654	0.04531651	0.034384922	0.144402038	0.868657835	0.440820895	0.568604025	0.01173661	0.733271068	0	0.057226663	0	0	0	0	0.63440609	0	0.024053287	0	0	0.048706207	0	0.038626057	0	0.053641092	0	0.210769789	0	0	0.100073155	0	0.368962659	0	0.169074703	0.285890885	0.048123865	0	0	0.453732336	0	0.033438306	0.179860927	0.038102066	0.365320059	0	0.061302897	0.103970294	0.012380774	0.159904606	0.111120686	0	0.025983907	0.470887875	0	0.339649428	0.435946173	0.542295612	0.012878528	0	0	0.37249208	0	0.060013068	0	0	0	0	0	0.432158358	0.012385539	0.025630297	0	0.059674639	0.574991182	0.126546159	0.127332794	0.08908686	0.550976519	0	0.110733637	0.021917808	0	0.119795067	0	0.08669155	0.033960662	0	0.01523873	0	0	0.425871215	0.072865861	0	0.017846351	0.025202981	0.046081508	0.01577463	0.056430093	0.026321354	0	0.105611863	0	0.118795351	0.035788895	0	0	0.046672038	0	0	0.056966598	0.016132711	0.31817348	0.016244452	0	0.010183309	0.01306363
Desulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011456628	0	0	0	0	0	0	0	0
Acidaminococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megasphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.014766892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01427267	0	0.139561616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012213423	0	0.015674232	0	0	0	0	0	0.012271075	0	0	0	0	0	0	0	0	0	0	0	0	0.033291178	0	0	0	0	0	0	0	0	0	0	0	0.048722573	0	0	0	0	0.016591162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010453341	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017178048	0	0.017735548	0	0	0	0
Capnocytophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Afipia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus	0.024169184	0	0	0	0	0	0	0	0.011607472	0	0	0	0	0	0	0.020250309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020727293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016405545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040998286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012253372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012189472	0	0	0.012995605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014789797	0.030043678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015090563	0	0	0	0	0	0	0	0	0	0	0.019432134	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus	0	0.019576885	0	0	0.167631179	0.037427783	0	0	0	0	0	0.044072398	0	0	0	0.015077553	0.038395915	0.021282084	0	0.024142854	0	0	0.012457424	0.02964489	0	0	0.033202481	0	0	0	0	0	0	0	0.029130387	0	0	0	0	0.053326519	0	0	0	0	0.032815199	0.013463107	0	0	0.074407146	0	0	0	0.031159935	0.011049724	0	0	0	0	0.030958454	0	0	0	0	0.051075358	0	0.012734643	0	0	0	0.090094984	0.024429553	0	0	0.060612574	0	0	0.054018978	0	0.010649336	0	0	0.036249742	0.030628594	0	0	0.053577469	0.019000701	0	0	0.078046199	0	0	0	0.046798884	0	0	0.024740524	0	0	0.016132789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187350096	0.036458333	0	0	0.02585533	0.056369646	0.056058941	0	0.013251469	0	0.011139674	0.035725126	0.024593548	0	0.01266675	0	0	0	0	0	0.012807748	0	0.050092288	0	0	0.062206791	0	0	0	0	0.045991271	0	0	0	0.037516812	0.052780586	0	0	0	0	0	0	0	0	0	0.027423069	0.015393168	0.014526344	0	0	0.010776323	0	0	0.029024787	0	0	0.040193519	0.022320043	0.038869037	0	0	0	0	0.015739027	0.058756651	0.012354893	0.013890246	0	0	0.050997373	0.012494892	0.052373159	0	0	0	0	0	0	0.17082368	0.013867282
Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus	0.057401813	0	0	0	0	0	0	0.053837871	0	0	0	0	0	0	0	0	0	0	0.049432442	0	0	0.052667006	0	0	0.011148187	0	0	0	0	0	0	0.069415937	0.053791341	0.010595261	0	0	0	0	0.032582985	0	0.041379912	0	0	0.031762431	0.043177893	0	0	0	0.031602709	0.023778578	0	0	0.014163607	0	0	0.636728536	0	0	0	0.216577152	0.155416013	0	0	0.02356211	0.090274725	0	0	0.100975676	0	0	0	0	0	0	0	0.012080547	0.028178504	0	0.051115389	0	0.018028304	0.067298553	0.066153788	0	0	0	0.063893665	0	0	0	0	0	0.114285714	0	0.030311263	0.027898646	0	0	0	0	0	0	0	0.3026658	0	0.033949775	0	0	0.064754494	0	0.053379768	0	0	0	0	0	0	0	0	0	0	0	0	0.013251469	0	0	0.04727436	0	0	0	0	0	0	0	0	0.026105791	0	0.012217631	0.047842583	0	0	0	0	0	0.049464298	0	0	0	0.022411929	0	0	0	0.065341212	0	0.012052075	0.083296214	0.018087613	0.124401914	0	0.023287671	0	0.010538125	0	0	0.044148861	0	0.362646836	0.014069987	0	0.019557611	0.106891583	0.015978937	0	0	0	0	0	0.183372097	0	0	0	0.139966273	0	0.014684113	0	0	0	0	0.185986881	0.030975942	0	0	0	0	0
Enterococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.394727206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012714313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014487587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110604285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160770855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011858793	0	0	0	0	0	0.012201767	0	0	0	0	0	0	0	0	0	0	0	0.023762713	0.010845845	0.018176981	0	0	0.011049724	0	0.015286511	0	0.028309271	0	0	0.012844299	0	0	0	0.015045788	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013865692	0	0	0	0	0	0	0.012606463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017880364	0	0.049771007	0	0	0.017976627	0	0.04839771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208296314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024494904	0	0	0	0	0.011130839	0	0	0	0	0	0	0	0	0	0	0	0	0.013656772	0	0	0	0	0	0	0	0.019741015	0	0	0	0	0	0	0	0.013679752	0	0	0	0	0	0	0	0	0
